reference_day,rank,ticker,company,market,signal_score,day_change_pct,market_median_change_pct,trading_value,avg_value_20,value_ratio_20,close_location_pct,lower_tail_recovery_pct,close_vs_open_pct,distance_from_60d_high_pct,entry_date,entry_price,target_price,stop_price,exit_price,exit_reason,gross_return_pct,net_return_pct,entry_gap_pct,note
2026-01-09,1,009540,HD한국조선해양,KOSPI,78.83,5.3,0.27,187540580500,75072108800,2.5,100.0,5.8,4.81,-9.61,2026-01-12,445000.0,453010.0,440995.0,440995.0,stop_loss,-0.9,-1.5,-0.447,
2026-01-09,2,310210,보로노이,KOSDAQ,69.6,13.55,0.13,65362277250,33398948899,1.96,95.3,15.25,13.55,-9.78,2026-01-12,225500.0,229559.0,223470.5,223470.5,stop_loss,-0.9,-1.5,-2.169,
2026-01-13,1,064350,현대로템,KOSPI,73.43,6.42,0.0,241886392000,115564934812,2.09,100.0,7.91,4.5,-7.01,2026-01-14,229000.0,233122.0,226939.0,226939.0,stop_loss,-0.9,-1.5,-1.293,
2026-01-13,2,051910,LG화학,KOSPI,70.34,6.53,0.0,154124557500,80377594052,1.92,98.0,7.7,6.04,-20.07,2026-01-14,340500.0,346629.0,337435.5,337435.5,stop_loss,-0.9,-1.5,-0.584,
2026-01-15,1,010060,OCI홀딩스,KOSPI,69.8,6.92,0.11,29156204200,17403338952,1.68,100.0,8.68,6.82,-9.71,2026-01-16,0.0,0.0,0.0,0.0,no_entry,0.0,1.597,0.0,gap_up_chase_block
2026-01-15,2,097230,HJ중공업,KOSPI,69.69,8.45,0.11,76528589350,37625767875,2.03,94.4,6.73,6.73,-18.58,2026-01-16,27000.0,27486.0,26757.0,26757.0,ambiguous_stop_first,-0.9,-1.5,0.186,
2026-01-16,1,010130,고려아연,KOSPI,64.68,10.22,-0.18,224045481500,119444404600,1.88,91.5,8.86,5.6,-17.19,2026-01-19,0.0,0.0,0.0,0.0,no_entry,0.0,3.281,0.0,gap_up_chase_block
2026-01-19,1,323280,태성,KOSDAQ,69.22,9.81,0.0,35526160325,21245641065,1.67,100.0,4.87,4.23,-24.39,2026-01-20,0.0,0.0,0.0,0.0,no_entry,0.0,4.64,0.0,gap_up_chase_block
2026-01-19,2,099440,스맥,KOSDAQ,67.43,11.88,0.0,41205576120,19702153297,2.09,91.0,11.7,9.89,-18.71,2026-01-20,0.0,0.0,0.0,0.0,no_entry,0.0,3.54,0.0,gap_up_chase_block
2026-01-22,1,373220,LG에너지솔루션,KOSPI,73.97,5.7,0.34,280920608500,123560709300,2.27,95.6,5.44,4.91,-20.87,2026-01-23,0.0,0.0,0.0,0.0,no_entry,0.0,2.518,0.0,gap_up_chase_block
2026-01-22,2,011170,롯데케미칼,KOSPI,67.48,5.34,0.34,18082656050,10204518382,1.77,93.3,5.77,5.19,-13.68,2026-01-23,0.0,0.0,0.0,0.0,no_entry,0.0,1.429,0.0,gap_up_chase_block
2026-01-23,1,950160,코오롱티슈진,KOSDAQ,73.67,6.81,0.75,66041334700,30300154157,2.18,93.4,7.36,4.14,-6.31,2026-01-26,83900.0,85410.2,83144.9,85410.2,target_hit,1.8,1.2,0.963,
2026-01-23,2,141080,리가켐바이오,KOSDAQ,72.72,12.32,0.75,126931709950,67997485367,1.87,96.7,11.87,11.87,-18.48,2026-01-26,0.0,0.0,0.0,0.0,no_entry,0.0,1.447,0.0,gap_up_chase_block
2026-01-26,1,095610,테스,KOSDAQ,78.34,13.63,1.38,51052165925,22125049927,2.31,93.8,12.56,11.98,-11.0,2026-01-27,53100.0,54055.8,52622.1,52622.1,ambiguous_stop_first,-0.9,-1.5,-2.03,
2026-01-26,2,358570,지아이이노베이션,KOSDAQ,76.9,9.17,1.38,21118269425,11467595442,1.84,98.6,9.93,9.55,-24.44,2026-01-27,15450.0,15728.1,15310.95,15728.1,target_hit,1.8,1.2,-2.401,
2026-01-27,1,084370,유진테크,KOSDAQ,72.11,9.81,0.06,51732947900,26785892107,1.93,100.0,11.95,9.94,-15.78,2026-01-28,0.0,0.0,0.0,0.0,no_entry,0.0,3.377,0.0,gap_up_chase_block
2026-01-27,2,388210,씨엠티엑스,KOSDAQ,71.25,10.82,0.06,54722285150,28915310147,1.89,99.3,12.64,11.92,-19.55,2026-01-28,0.0,0.0,0.0,0.0,no_entry,0.0,3.955,0.0,gap_up_chase_block
2026-01-28,1,087010,펩트론,KOSDAQ,75.51,10.28,0.12,171753778500,69740663462,2.46,96.7,10.09,8.39,-19.36,2026-01-29,0.0,0.0,0.0,0.0,no_entry,0.0,1.738,0.0,gap_up_chase_block
2026-01-28,2,039200,오스코텍,KOSDAQ,65.28,6.19,0.12,34096677950,20779123436,1.64,93.7,5.98,5.66,-20.76,2026-01-29,0.0,0.0,0.0,0.0,no_entry,0.0,1.147,0.0,gap_up_chase_block
2026-01-29,1,087010,펩트론,KOSDAQ,75.39,5.69,0.24,168927989500,73883345550,2.29,98.2,9.14,3.88,-14.78,2026-01-30,337500.0,343575.0,334462.5,334462.5,stop_loss,-0.9,-1.5,0.897,
2026-01-29,2,039200,오스코텍,KOSDAQ,74.68,6.31,0.24,49183763350,21323445540,2.31,96.9,5.9,5.1,-15.76,2026-01-30,0.0,0.0,0.0,0.0,no_entry,0.0,1.439,0.0,gap_up_chase_block
2026-02-03,1,033100,제룡전기,KOSDAQ,75.03,9.16,1.94,23035699450,15324617610,1.5,100.0,7.32,5.07,-6.57,2026-02-04,47600.0,48456.8,47171.6,47171.6,ambiguous_stop_first,-0.9,-1.5,-0.105,
2026-02-03,2,062040,산일전기,KOSPI,69.5,8.81,2.25,64234540600,41270571775,1.56,90.9,5.71,5.48,-17.16,2026-02-04,146300.0,148933.4,144983.3,148933.4,target_hit,1.8,1.2,-1.282,
2026-02-19,1,041190,우리기술투자,KOSDAQ,69.75,5.32,0.8,21819029010,12872210863,1.7,95.0,4.79,3.35,-11.49,2026-02-20,8370.0,8520.66,8294.67,8294.67,ambiguous_stop_first,-0.9,-1.5,0.601,
2026-02-20,1,012510,더존비즈온,KOSPI,69.64,5.38,0.35,43987512102,25432254305,1.73,97.1,7.62,5.15,-5.51,2026-02-23,0.0,0.0,0.0,0.0,no_entry,0.0,23.854,0.0,gap_up_chase_block
2026-02-24,1,079550,LIG넥스원,KOSPI,65.4,6.44,0.0,144714165000,74583571200,1.94,90.2,7.64,5.25,-9.86,2026-02-25,517000.0,526306.0,512347.0,512347.0,stop_loss,-0.9,-1.5,-0.768,
2026-02-25,1,437730,삼현,KOSDAQ,63.44,8.1,-0.37,45421180750,27184646867,1.67,94.1,9.13,3.8,-25.36,2026-02-26,0.0,0.0,0.0,0.0,no_entry,0.0,4.878,0.0,gap_up_chase_block
2026-02-26,1,161580,필옵틱스,KOSDAQ,55.56,9.2,-1.36,54169098250,34872145852,1.55,91.5,8.55,8.12,-9.45,2026-02-27,53000.0,53954.0,52523.0,52523.0,ambiguous_stop_first,-0.9,-1.5,-2.93,
2026-03-05,1,251270,넷마블,KOSPI,65.5,6.01,6.21,27749736925,16834612133,1.65,91.5,5.9,0.83,-17.66,2026-03-06,0.0,0.0,0.0,0.0,no_entry,0.0,4.948,0.0,gap_up_chase_block
2026-03-06,1,222800,심텍,KOSDAQ,74.84,14.0,1.06,81537677850,37948103255,2.15,93.3,14.0,14.0,-13.24,2026-03-09,0.0,0.0,0.0,0.0,no_entry,0.0,-6.316,0.0,gap_down_risk_block
2026-03-06,2,047050,포스코인터내셔널,KOSPI,72.79,11.06,0.3,121703961300,64776302355,1.88,100.0,7.95,4.56,-6.74,2026-03-09,0.0,0.0,0.0,0.0,no_entry,0.0,9.141,0.0,gap_up_chase_block
2026-03-12,1,085660,차바이오텍,KOSDAQ,72.88,9.07,0.3,31722315230,14498701850,2.19,95.5,9.37,9.13,-17.12,2026-03-13,19250.0,19596.5,19076.75,19076.75,ambiguous_stop_first,-0.9,-1.5,-3.023,
2026-03-16,1,222800,심텍,KOSDAQ,60.35,7.9,-0.76,53588866300,32126058600,1.67,92.5,9.59,8.74,-14.76,2026-03-17,0.0,0.0,0.0,0.0,no_entry,0.0,4.821,0.0,gap_up_chase_block
2026-03-18,1,007660,이수페타시스,KOSPI,65.49,9.45,0.54,244800942200,160740274142,1.52,92.6,6.38,5.84,-7.4,2026-03-19,120300.0,122465.4,119217.3,122465.4,target_hit,1.8,1.2,-3.837,
2026-03-20,1,097950,CJ제일제당,KOSPI,79.56,6.0,1.85,26795691250,13699097652,1.96,100.0,6.0,5.74,-9.79,2026-03-23,206000.0,209708.0,204146.0,209708.0,target_hit,1.8,1.2,-2.83,
2026-03-24,1,373220,LG에너지솔루션,KOSPI,73.92,10.25,1.1,251899280750,158237509350,1.59,100.0,6.66,5.65,-13.74,2026-03-25,392000.0,399056.0,388472.0,388472.0,ambiguous_stop_first,-0.9,-1.5,-0.127,
2026-03-24,2,097950,CJ제일제당,KOSPI,71.07,5.07,1.1,26758172250,14430543202,1.85,100.0,4.07,2.59,-7.45,2026-03-25,218000.0,221924.0,216038.0,221924.0,target_hit,1.8,1.2,0.23,
2026-03-25,1,067310,하나마이크론,KOSDAQ,69.28,10.87,1.47,108270378575,69454990555,1.56,90.8,8.87,6.78,-8.35,2026-03-26,35200.0,35833.6,34883.2,34883.2,ambiguous_stop_first,-0.9,-1.5,-2.762,
2026-03-27,1,011070,LG이노텍,KOSPI,65.57,5.78,0.0,145694933500,80063844187,1.82,92.3,8.09,7.55,-9.34,2026-03-30,0.0,0.0,0.0,0.0,no_entry,0.0,-5.148,0.0,gap_down_risk_block
2026-03-27,2,090430,아모레퍼시픽,KOSPI,64.01,6.18,0.0,49882341950,31483055905,1.58,93.5,8.65,7.44,-14.56,2026-03-30,138600.0,141094.8,137352.6,141094.8,target_hit,1.8,1.2,-4.017,
2026-04-06,1,388050,지투파워,KOSDAQ,61.78,5.59,-0.53,45922483545,25822880433,1.78,91.2,11.37,5.09,-5.16,2026-04-07,13220.0,13457.96,13101.02,13101.02,ambiguous_stop_first,-0.9,-1.5,0.0,
2026-04-08,1,001440,대한전선,KOSPI,77.48,11.55,2.48,146973052525,70339821032,2.09,94.9,6.26,5.9,-15.93,2026-04-09,30950.0,31507.1,30671.45,30671.45,stop_loss,-0.9,-1.5,-1.433,
2026-04-08,2,080220,제주반도체,KOSDAQ,77.31,13.46,2.72,96492162225,55739321226,1.73,100.0,6.57,4.75,-21.1,2026-04-09,42000.0,42756.0,41622.0,41622.0,stop_loss,-0.9,-1.5,-2.326,
2026-04-09,1,036570,엔씨소프트,KOSPI,71.68,7.34,-0.24,52188553000,21571547512,2.42,94.3,7.59,7.59,-9.48,2026-04-10,231000.0,235158.0,228921.0,235158.0,target_hit,1.8,1.2,-1.282,
